PartCode,OrganizationKey,ItemDescription,EuropumpBubbleNumber
4020805310,1,DISCHARGE CASING,0
4020805490,1,DISCHARGE CASING,0
4020266510,1,PUMP CASING,0
4020266740,1,PUMP CASING,0
4020266760,1,PUMP CASING,0
4020266880,1,PUMP CASING,0
4020266940,1,"CASING, MAT. A890 GR. 3A, MAT. FPD C3076, DWG. DDM901077",0
4020267120-Q7,1,"CASING, MAT. A216 GR. WCB, FPD C3009, DWG. DDM166124 POS.03",1100
4013433,1,SHAFT PUMP ES-DX 2.875,0
401345,1,NULL,0
4013479,1,COVER,0
4013500210,1,PREMIST.CASS.DISTRIB.GH.G25,0
4013504,1,GASKET-OCTAGONAL RING,0
401354,1,NULL,0
4022979500-Q2,1,"IMPELLER, MAT. A351 GR. CF3M, 1HPX11A, FPD C3021, DWG. DDM904849",2200
402297950C,1,IMPELLER,0
4022979560,1,IMPELLER,0
4022979670,1,IMPELLER,0
4022979750,1,"IMPELLER, MAT. A487 GR. CA6NM/A, 3HPX8A3AX2, FPD C3032, DWG. DDM903111 POS 02",2200
4022979820,1,IMPELLER,0
42052394,5,"el.motor-55,00-IP55-3000-IMB35-Siemens 1PS5253-0BD96-4AA3-Z D11+D32+... CAST IRON",0
420524-G,1,NULL,0
42052403,5,"el.motor-0,37-IP55-1500-IMB3-Siemens 1LE1001-0DB29-0AB4-Z M1Y+B02+... AL",0
42052404,1,"el.motor-11,0-IP55-3000-IMB3-Siemens 1LE1001-1DA39-0AB4-Z M1Y+Q02+...",0
42052416,5,"el.motor-5,50-IP55-3000-IMB35-Siemens 1LE1001-1CA03-4JB4-Z L23 AL",0
42052417,1,"el.motor-45,00-IP55-3000-IMB35-Siemens",0
4085414,1,ORIFICE,0
4085417,1,IMPELLER MSN 10.500,0
4085432,1,TEE-THREADED,0
408545,1,NULL,0
4085489,1,IMPELLER VCMS-H 6.000,0
40856 30 1 2,1,NULL,0
3R7874DB,1,NULL,0
3R78817CB,1,NULL,0
3R78856DB-1,1,NULL,0
3R78898DB,1,NULL,0
3R78909OH,1,NULL,0
3R78909OH-1,1,NULL,0
3R78945NL,1,NULL,0
42079833,1,"el.motor-2,20-IP55-3000-IMB35-Siemens 1LE1001-0EA49-0JB4 M1Y",0
42079836,5,"el.motor-3,00-IP55-1500-IMB3-Siemens 1LE1003-1AB53-5AB4",0
42079845,5,"el.motor-15,00-IP55-1500-IMB3-Siemens 1PS5166-1BD60-4BA3-Z A15+Y80+...",0
42079846,1,el.motor-175 HP-IP55-900-IMB3-Siemens 1LE1623-3AD69-0AB4-Z B02+H70+...,0
42079885,1,"el.motor-7,50-IP55-1500-IMB3-UMEB 132M",0
42079895,5,"el.motor-4,00-IP56-1500-IMB3-Siemens 1LE1003-1BB22-2AB4-Z N06+Y53+...",0
42024771,1,"el.motor-22,00-IP55-3000-IMB35-WEG",0
42024787,5,"el.motor-37,00-3000-IMB3 undeliverable CXD 200 L 2 B CAST IRON",0
42024822,1,"el.motor-30,00-IP55-3000-IMB35-WEG",0
42024825,1,"el.motor-24,00-IP55-1500-IMB5-WEG",0
42024826,5,"el.motor-24,00-IP55-3000-IMB3-WEG CXE 200 L 2B CAST IRON",0
42024835,5,"el.motor-30,00-3000-IMB5 undeliverable CXD1 200 L 2 A CAST IRON",0
42025409,5,"el.motor-3,00-IP55-3000-IMB5-Siemens 1LA6106-2AA51-Z A11 CAST IRON",0
42025413,5,"el.motor-3,00-IP55-3000-IMB35-Siemens 1LA6106-2AA66-Z K30 CAST IRON",0
42025421,1,"el.motor-3,00-IP55-3000-IMB5-Siemens",0
420254211,1,SPECIAL STUD,0
42025422,1,"el.motor-3,00-IP55-3000-IMB5-Siemens",0
3R21779DB,1,NULL,0
3R21781DB,1,NULL,0
3R21792DB,1,NULL,0
3R21807DB,1,NULL,0
3R2180GE-RF,1,SEAL FACE,0
3R2180RY-RF,1,SEAL FACE,0
3R21848CB,1,NULL,0
4020267160,1,PUMP CASING,0
4020267170,1,PUMP CASING,0
4020267220,1,PUMP CASING,0
4020267330,1,PUMP CASING,0
4020267340,1,PUMP CASING,0
4020267370,1,PUMP CASING,0
4020805540,1,DISCHARGE CASING,0
4020805680,1,DISCHARGE CASING,0
4020805750,1,DISCHARGE CASING,0
4020805840,1,DISCHARGE CASING,0
4020805950,1,DISCHARGE CASING,0
4020805970,1,DISCHARGE CASING,0
4013546,1,"WEAR RING,CASE 7.500",0
4013556,1,"PIN,DOWEL   .750X 3.000",0
4013662,1,STATIONARY FACE-BORG WARN,0
40137 02 1 2,1,FLANSCH G30 1.4571,0
4013719,1,COUPLING (SPLIT),0
401374-BASE,1,NULL,0
42052431,1,"el.motor-3,00-IP55-1500-IMB3-Siemens 1LE1001-1AB53-4AA4-Z D34",0
42052435,1,"el.motor-45,00-IP55-3000-IMB3-Siemens",0
42052446,1,"el.motor-90,00-IP55-1500-IMB3-Siemens 1LE1501-2DB23-4AB4-Z Q02+R62",0
42052450,1,"el.motor-1,10-IP55-1500-IMB3-Siemens 1MJ6097-4CA90-Z B02+L1Y+Y82",0
42052452,1,"el.motor-90,00-IP55-3000-IMB3-Siemens 1LG6283-2MB60-Z A11+L27+K85",0
42052453,5,"el.motor-250,00-IP55-1500-IMB3-Siemens 1LG6318-4MA60-Z A61+L97+B02+K02+ CAST IRON",0
4085653,1,IMPELLER NUT,0
4085665,1,"NUT,CAP .625 11UNC-2B",0
4085705,1,WEAR RING CASE 7.500,0
4085798,1,WEAR RING IMPELLER 9.375,0
4085848,1,"IMPELLER CSTG 6-1/2"" FULL DIA",0
4022979870-Q2,1,"IMPELLER, MAT. A487- CA6NM/A, FPD. C3032, DWG. DDM900156",2200
4022979940-Z-ZQ,1,"IMPELLER, MAT. A351 GR. CF3M, FPD C3021, DWG. DDM903101, POS. 02",2200
4022979970,1,"IMPELLER, 2ND STAGE",0
4022980060,1,"IMPELLER, 1ST STAGE",0
4022980220,1,IMPELLER,0
4022980240,1,IMPELLER,0
42079900,1,"el.motor-5,50-IP55-1500-IMB35-ABB M3GP 132SMB 4 3GGP132322-ADB",0
42079904,5,"el.motor-11,00-IP55-1500-IMB35-Siemens 1MD5163-1BD56-4BA1-Z A15+Y80+...",0
42079905,1,"el.motor-90,00-IP55-3000-IMB3-Siemens 1LE1603-2DA23-4AB4-Z N20+R50+...",0
42079908,5,"el.motor-55,00-IP56-3000-IMB3-ATB (F&G) CD 250 M-2 Y2 CAST IRON",0
42079918,5,"el.motor-5,50-IP55-3000-IMB3-Siemens 1MD5131-0BD60-4AA1-Z A11+Y54",0
42024839,5,"el.motor-30,00-3000-IMB3 undeliverable CXD1 200 L 2 A CAST IRON",0
42024840,1,"el.motor-30,00-IP55-3000-IMB3-WEG W 21 XDB 200L 2",0
42024844,5,"el.motor-30,00-IP55-3000-IMB35-WEG W 21 XDB 200L 2         13151164 CAST IRON",0
42024848,1,"el.motor-30,00-IP55-3000-IMB3-WEG",0
42024854,5,"el.motor-37,00-IP55-3000-IMB35-WEG W 21 XDB 200L 2         13158646 CAST IRON",0
3R21870DB,1,NULL,0
3R21887ZA,1,NULL,0
3R21889DB-Q1,1,NULL,0
3R21890DB,1,NULL,0
3R21894K30,1,NULL,0
3R21898KY,1,NULL,0
3R21908DB,1,NULL,0
420254230,1,SPECIAL STUD,0
42025448,5,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA96-Z L1R+A11 CAST IRON",0
42025450,5,"el.motor-4,00-IP55-3000-IMB5-Siemens 1LA6113-2AA91-Z L1R+K30 CAST IRON",0
420254581,1,SPECIAL STUD,0
420254591,1,SPECIAL STUD,0
4013752,1,BEARING SLV BAB 3.625,0
4013755,1,SHAFT SLEEVE RH,0
401376,1,NULL,0
4013787,1,GASKET 4.125X 3.750X.312,0
4013794,1,"SHAFT,PUMP,VIP  2.250",0
4020267430,1,PUMP CASING,0
4020267540,1,PUMP CASING,0
4020267560,1,PUMP CASING,0
4020267570,1,PUMP CASING,0
4020267701,1,"CORPO POMPA 1,5-HPXM-12A BOCCA CHIUSA ANSI 300 A216-WCB-NACE",0
4020268040-Q2,1,"CASING, MAT. A216 GR. WCB, FPD C4061, DWG. DDM901654",1100
3R78978DB-Q1,1,NULL,0
3R79007GE,1,NULL,0
3R79007X979,1,NULL,0
3R79038DB,1,NULL,0
3R7903DB,1,NULL,0
3R79051DX,1,NULL,0
3R79065DB,1,NULL,0
4085866,1,"IMPELLER,WMSNL 9.500",0
408589,1,NULL,0
408589-G,1,NULL,0
4086007,1,"SLEEVE,SHAFT 1.781",0
4086029,1,"WEAR RING, IMPELLER",0
42052466,1,"el.motor-390,00-IP55-3000-IMB3-Siemens 1LA8355-2PM80-Z A64+G50+K02+K09+",0
42052475,5,"el.motor-5,50-IP55-1500-IMB35-Siemens 1MD5131-0BD66-4BA0 CAST IRON",0
42052481,1,"el.motor-75,00-IP65-3000-IMB3-Loher 1PS5280-1BD904AA3-Z A15+D11+....",0
42052500,1,"el.motor-37,00-IP55-1500-IMB3-Siemens 1LE1601-2BB03-4AJ4-Z B02+N05+...",0
42052518,1,"el.motor-11,00-IP55-3000-IMB3-Siemens 1LE1001-1DA23-4AA4-Z N20",0
42052519,5,"MOT-LEM-4,00-IP55-1500-IMB35-BAUKNECHT 112M, 230/400V, IE2, 3PTC",0
42079919,5,"el.motor-1,10-IP56-1800-IMB35-WEG W22 XDC 90S/L 4 CAST IRON",0
42079932,5,"el.motor-5,50-IP55-3000-IMB3-Siemens 1LE1003-1CA03-4AB4-Z Y53+S02",0
42079936,1,"el.motor-3,00-IP55-1500-IMB3-Siemens 1LE1001-1AB53-5AB4-Z N07+Y53+...",0
42079941,1,"el.motor-0,55-IP55-1500-IMB3-Siemens 1LE1001-0DB23-5AB4-Z N07+Y53+...",0
42079943,1,"el.motor-1,10-IP55-1500-IMB3-Siemens 1LE1001-0EB03-5AB4-Z N07+Y53+...",0
42079944,5,"el.motor-2,20-IP55-1500-IMB3-Siemens 1LE1001-1AB43-5AB4-Z N07+Y53+...",0
42025460,5,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA36-Z A11 CAST IRON",0
42025463,5,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA36-Z K30 CAST IRON",0
42025469,5,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA56 CAST IRON",0
42025472,1,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA56-Z A11",0
42025476,1,"el.motor-4,00-IP55-3000-IMB3-Siemens 1LA6113-2AA50-Z K30",0
4020806040,1,DISCHARGE CASING,0
4020806050,1,DISCHARGE CASING,0
4020806080,1,DISCHARGE CASING,0
4020806280,1,DISCHARGE CASING,0
4020806760,1,DISCHARGE CASING,0
4020806780,1,DISCHARGE CASING,0
42024862,1,"el.motor-30,00-IP55-3000-IMB35-WEG W 21 XDB 200L 2",0
42024875,1,"el.motor-37,00-IP55-1500-IMB5-WEG",0
42024892,5,"el.motor-45,00-IP55-3000-IMB5-WEG W 21 XDB 225SM 2        11203496 CAST IRON",0
42024914,5,"el.motor-45,00-IP55-1500-IMB35-WEG W21 XDB 225SM 4         12661840 CAST IRON",0
42024916,1,"el.motor-45,00-IP55-3000-IMB3-WEG",0
42024937,1,"el.motor-0,37-IP55-3000-IMB5-WEG BFGC8 71M 2A",0
4022980280,1,"IMPELLER, 1ST STAGE",0
4022980460,1,"IMPELLER, 2ND STAGE",0
4022980700,1,IMPELLER,0
4022980800,1,IMPELLER,0
4022980870,1,"IMPELLER, 1ST STAGE",0
4022980910,1,IMPELLER,0
4013811,1,WEAR RING IMPELLER 3.375,0
4013851,1,OBSOLETE-REPL BY 4026162,0
401386,1,NULL,0
4013867,1,WEAR RING IMPELLER 11.000,0
4013870,1,SHAFT PUMP TC 2.750,0
4013894,1,DOWEL PIN,0
4020268070,1,PUMP CASING,0
4020268080,1,"CASING, 4HPX14A, MAT.  A890 GR 5A, FPD.C3076, DWG. DDM901043",0
4020268380,1,PUMP CASING,0
4020268420,1,PUMP CASING,0
402026846C,1,PUMP CASING,0
4020268520,1,LOWER HALF CASING,0
3R21943DY,1,NULL,0
3R21947DB,1,NULL,0
3R21962DB,1,NULL,0
3R21964DB,1,NULL,0
3R21965XX-02,1,NULL,0
3R21972GE,1,NULL,0
3R21977CB,1,NULL,0
3R79089DB,1,NULL,0
3R7909FJ,1,NULL,0
3R79115DB,1,NULL,0
3R7912DB,1,NULL,0
3R79195ZB,1,NULL,0
3R79226DB,1,NULL,0
3R7928UC,1,NULL,0
42025484,5,"el.motor-4,00-IP55-3000-IMB35-Siemens 1LA6113-2AA96-Z L1L+A11 CAST IRON",0
420254840,1,SPECIAL STUD,0
42025489,1,"el.motor-4,00-IP55-3000-IMB5-Siemens",0
420255000,1,SUCTION COVER,0
42025502,1,"el.motor-5,50-IP55-3000-IMB5-Siemens 1LA6130-2AA51-Z A11+K30",0
42025506,5,"el.motor-5,50-IP55-3000-IMB3-Siemens 1LA6130-2AA30 CAST IRON",0
42052543,5,"el.motor-1,35-IP55-1500-IMB3-Loher 1PS2096-0BD60-3BA2-Z A11 ---",0
42052544,5,"el.motor-90,00-IP55-1500-IMB3-Siemens 1LE1501-2DB24-0AA4-Z L22 CAST IRON",0
42052548,5,"el.motor-0,75-IP55-1500-IMB35-ATB (F&G) CD 80 M2-4 Y CAST IRON",0
42052553,5,"el.motor-18,50-IP65-1500-IMB3-Siemens 1LE1501-1EB23-4AB4-Z H20+M11+Y82 CAST IRON",0
42052555,5,"el.motor-160,00-IP65-750-IMB3-Siemens 1LG6312-8MB60-Z A12+K50+L27+M40+ CAST IRON",0
4086039,1,IMPELLER MSN-H 11.250,0
4086052,1,"IMPELLER,MSNDL 13.000CSTG",0
4086059,1,COVER (TEMP LAGGING),0
408608,1,NULL,0
4086081,1,"SLEEVE,SHAFT,INTMD 3.375",0
4086162,1,WEAR RING CASE 7.250,0
42024960,5,"el.motor-3,00-IP55-3000-IMB3-Siemens 1LE1001-1AA43-4AA4-Z H03+Q03 AL",0
42024979,5,"el.motor-15,00-IP55-1500-IMB3-ABB M3BP 160L 3GBP162032-ADG+436+114 CAST IRON",0
42024983,1,"el.motor-30,00-IP55-3000-IMB3-ABB M3BP200MLA3GBP201031-ADG+436+114",0
42024990,5,el.motor-4/16-IP54-1500/3000-IMB3-ATB 160L/4/2F-21,0
420250-SM,1,SELLO COMPLETO QB 3375 5U4X,0
42025003,1,"el.motor-7,50-IP55-1500-IMB3-LS",0
42079955,1,"el.motor-90,00-IP55-1500-IMB3-WEG W22  280S/M 4",0
42079960,5,"el.motor-7,50-IP55-1500-IMB3-ABB M3GP 132SMC 4 3GGP 132 323-ADB CAST IRON",0
42079976,1,"el.motor-90,00-IP55-1500-IMB3-ABB M3JP 280SMB 4 3GJP282220-ADG",0
42079979,5,"el.motor-0,55-IP55-1500-IMB5-ABB M3BP 80 MLC 4 CAST IRON",0
42079982,1,"el.motor-11,00-IP55-3000-IMB3-Brooks WP-DA160MJ",0
42079988,1,"el.motor-1,10-IP55-3000-IMB5-ABB M3KP 80MB 2 3GKP 081 320-BSH",0
4013895,1,"WEAR RING,IMPELLER 6.625",0
40139-GS,1,NULL,0
401390,1,NULL,0
4013928,1,SHAFT PUMP DVSHF 2.875,0
40140 11 1 2,1,EINSATZ U57 SIC-SI,0
401400080,1,PCKING RNGS 5 1/4 OD X 4 1/4 ID X 1/2 SQ,0
3R21980ZB,1,NULL,0
3R21984ZA,1,NULL,0
3R21985DB,1,NULL,0
3R22005DY,1,NULL,0
3R22028AE,1,NULL,0
3R22028AE-1,1,NULL,0
3R22052DB,1,NULL,0
4022981080,1,IMPELLER,0
4022981160,1,IMPELLER,0
4022981500,1,IMPELLER,0
4022981540,1,IMPELLER,0
4022981610,1,IMPELLER,0
4022981650,1,IMPELLER,0
3R7930QI,1,NULL,0
3R79311DB,1,NULL,0
3R79314DB-Q1,1,NULL,0
3R79327DB,1,NULL,0
3R79338DB-Q1,1,NULL,0
3R79339DB,1,NULL,0
3R79339YY-01,1,NULL,0
4020268640,1,PUMP CASING,0
4020268840,1,PUMP CASING,0
4020268910,1,PUMP CASING,0
4020268980,1,PUMP CASING,0
4020269020,1,PUMP CASING,0
4020269021,1,PUMP CASING,0
42052568,1,"el.motor-250,00-IP55-3000-IMB3-Siemens",0
42052581,5,"MOT-LEM-2,20-IP55-3600-IMB15-BAUKNECHT 90L, IE2, 60HZ, 220V Y, 3PTC",0
42052586,5,"el.motor-2,20-IP55-1500-IMB3-WEG  CAST IRON",0
42052595,5,"el.motor-160,00-IP 56-1500-IMB3-Siemens 1PS5315-1BD40-4BA3-Z A16+D76+...",0
420526-BASE,1,NULL,0
42052616,5,"el.motor-75.00-IP55-2900-IMB3-Nanyang YBXN-280S-2W,EXD IIC T4 CAST IRON",0
4020807020,1,DISCHARGE CASING,0
4020807140,1,DISCHARGE CASING,0
4020807150,1,DISCHARGE CASING,0
4020807270,1,FASE PREMENTE 550VT/H A216-WCB,0
4020809090,1,DISCHARGE CASING,0
402081,1,NULL,0
420255110,1,SPECIAL STUD,0
420255160,1,SPECIAL STUD,0
420255170,1,SPECIAL STUD,0
420255240,1,SPECIAL STUD,0
42025533,1,"el.motor-5,50-IP55-3000-IMB5-Siemens 1LA6130-2AA91-Z L1L+K30",0
40862 21 1 2,1,DECKEL G30 1.4571,0
40862 90 1 1,1,ALLPAC BAUART 481-075,0
4086259,1,"SLEEVE,SHAFT 2.875RH",0
4086277,1,GASKET 8.000X 7.500X.125,0
4086309,1,WEAR RING IMPELLER 3.375,0
4086335,1,"BUSHING,THROAT 2.500",0
4014006,1,"IMPELLER,TCH-D 17.500",0
4014036,1,HEAT EXCH ASSY,0
4014074,1,"CASTING-IMPELLER 4VRH 7"" FULL DIA",0
401413,1,NULL,0
4014195,1,"SLEEVE,SHAFT 2.062RH",0
3R22061NL,1,NULL,0
3R22062DB,1,NULL,0
3R22064KY,1,NULL,0
3R22071DB,1,NULL,0
3R22087DB,1,NULL,0
3R22088DB,1,NULL,0
3R22089ZZ,1,NULL,0
3R7936DB,1,NULL,0
3R7937FJ,1,NULL,0
3R79380DB,1,NULL,0
3R79393DB,1,NULL,0
3R7939YY-01,1,NULL,0
3R79424DB,1,NULL,0
3R79442DB,1,NULL,0
42079995,5,el.mot-13.5-ExeIIC-IP55-1500-IMB3-SIEMEN  CAST IRON,0
42079998,5,"el.motor-11,00-IP55-3000-IMB5-Siemens 1LE1503-1DA24-0FB4-Z Y53+S02",0
4208000,1,BALL BEARING-MRC,0
42080005,1,"el.motor-11,00-IP55-3000-IMB3-Siemens 1LE1503-1DA23-4AB4-Z Y53+S02",0
4208001,1,DOWEL PIN 5/16 X 2,0
42080014,5,"MOT-LEM-1,50-IP55-3000-IMB15-BAUKNECHT 90L, 500VD, IE2, 3PTC",0
42025003,5,"el.motor-7,50-IP55-1500-IMB3-LS FLSD 132 M CAST IRON",0
42025014,5,"el.motor-4,00-IP55-1500-IMB3-Siemens 1LA6113-4AA30-Z A11+K09 CAST IRON",0
42025026,1,"el.motor-4,00-3000-IMB35 r.b. 42057023",0
42025036,1,"el.motor-1,50-IP55-1500-IMB3-LS",0
420250450,1,"SPECIAL STUD 1-1/8"" X 5""",0
42025046,1,"EL.MOTOR-110,00-IP55-1500-IMB3-SIEMENS",0
4022981810,1,IMPELLER,0
4022981840,1,IMPELLER,0
4022982100,1,IMPELLER,0
4022982150,1,IMPELLER,0
4022982160,1,IMPELLER,0
4022982180,1,IMPELLER,0
42052619,5,"el.motor-132.00-IP55-2900-IMB3-Nanyang YBXN-315M-2W,EXD IIC T4 CAST IRON",0
4205262,1,"SLEEVE,SHAFT,INTMD 3.750",0
42052621,5,"el.motor-185.00-IP55-2900-IMB3-Nanyang YBXN-355S1-2W,EXD IIC T4 CAST IRON",0
42052626,5,"el.motor-220.00-IP55-2900-IMB3-Nanyang YBXN-355M1-2W,EXD IIC T4 CAST IRON",0
42052667,5,"el.motor-250.00-IP55-2900-IMB5-Nanyang YBXN-355M2-2W,EXD IIC T4 CAST IRON",0
4020269140,1,PUMP CASING,0
4020269210,1,PUMP CASING,0
402026923C,1,PUMP CASING,0
4020269500,1,PUMP CASING,0
4020269530,1,PUMP CASING,0
4020269600,1,PUMP CASING,0
42025541,1,"el.motor-5,50-IP55-3000-IMB35-Siemens 1LA6130-2AA96-Z L1R+A11",0
42025547,1,"el.motor-5,50-IP55-3000-IMB35-Siemens",0
42025547,5,"el.motor-5,50-IP55-3000-IMB35-Siemens 1LA6130-2AA96-Z L1R+A11+K30 CAST IRON",0
42025554,5,"el.motor-5,50-IP55-3000-IMB3-Siemens 1LA6130-2AA60-Z A11 CAST IRON",0
42025555,1,"el.motor-5,50-IP55-3000-IMB35-Siemens",0
42025566,5,"el.motor-7,50-IP55-3000-IMB3-Siemens 1LA6131-2AA50-Z A11 CAST IRON",0
4020828030,1,DISCHARGE COVER FINAL MACHINING A182-F6NM NACE (23 HRC MAX),0
4020828060,1,DISCHARGE COVER FINAL MACHINING A182-F6NM NACE (23 HRC MAX),0
4020845,1,COUPLING (SPLIT),0
4020850110,1,DISCHARGE CASING,0
4020850680,1,DISCHARGE CASING,0
4020850800,1,DISCHARGE CASING,0
4086356,1,"IMPELLER,BFDS-D 15.500",0
408638,1,NULL,0
40864 32 1 2-RF,1,HOUSING 1.4462,0
4086458,1,SLEEVE SHAFT 2.062RH,0
4086461,1,CASE TC 6X 4,0
401421,1,NULL,0
401422-GSV,1,NULL,0
4014269,1,SPLITTER   .250THK,0
4014275,1,TAPER PIN,0
40143600,1,NAMEPL PROJ ENGLISH,0
40143700,1,NAMEPL PROJ METRIC,0
3R22093-01,1,NULL,0
3R22093-02,1,NULL,0
3R22118DB,1,NULL,0
3R22132DB,1,NULL,0
3R22142-HU000,1,"SLEEVE, SEAL SHAFT",0
3R22155DB,1,NULL,0
3R22157YY-01,1,NULL,0
3R7945DB,1,NULL,0
3R79527DB,1,NULL,0
3R79530DB,1,NULL,0
3R79553DB,1,NULL,0
3R79624DB,1,NULL,0
3R79719DB,1,NULL,0
3R79722HU,1,NULL,0
42052677,5,"el.motor-37.00-IP55-2900-IMB5-Nanyang YBXN-200L2-2W,EXD IIC T4 CAST IRON",0
42052678,5,"el.motor-45.00-IP55-2900-IMB5-Nanyang YBXN-225M-2W,EXD IIC T4 CAST IRON",0
42052685,1,"el.motor-37,00-IP55-3000-IMB3-Siemens 1LG6207-2AA60-Z C27+K30+K38",0
42052687,5,"el.motor-7,50-3000-IMB3 r.b. 42046401 1LA9131-2KA60-Z C27+K30 AL",0
42052695,5,el.motor-400-3000-IMB3 r.b. 42042776 1LA8355-2PC80 CAST IRON,0
42080020,5,"el.motor-4,00-IP55-3000-IMB3-Siemens 1MD5113-0BD60-4AA1-Z A11+Y54",0
42080031,1,"el.motor-4,00-IP55-3000-IMB35-ATB (F&G) CD112 M-2 Y2",0
42080031,5,"el.motor-4,00-IP55-3000-IMB35-ATB (F&G) CD112 M-2 Y2 CAST IRON",0
42080032,5,"el.motor-55,00-IP55-3000-IMB3-MOLL-MOTOR Y2PE250M2 CAST IRON",0
42080048,5,"el.motor-2,50-IP55-1500-IMB3-Siemens 1MA6107-4BA10-Z K10+A11",0
42025055,1,"el.motor-22,00-IP55-3000-IMB3-LS LSES 180 MT",0
42025056,5,"el.motor-5,50-IP55-3000-IMB3-LS LSES 132 S AL",0
42025057,5,"el.motor-1,50-IP55-1500-IMV1-Siemens 1MJ6097-4CA14-Z K30 CAST IRON",0
42025060,5,"el.motor-7,50-IP55-1500-IMB35-ABB M2BA 132 M4 A CAST IRON",0
42025062,1,"el.motor-2,9/11,5-1500/3000-IMB3-Siemens 1LA7163-0BA60-Z A11+Y54",0
42025062,5,"el.motor-2,9/11,5-1500/3000-IMB3-Siemens 1LA7163-0BA60-Z A11+Y54 AL",0
4022982250,1,IMPELLER,0
4022982290,1,IMPELLER,0
4022982300,1,"IMPELLER, 1ST STAGE",0
4022982490,1,IMPELLER,0
4022982620,1,IMPELLER,0
4022982670,1,"IMPELLER, 2ND STAGE",0
42025567,5,"el.motor-7,50-IP55-3000-IMB35-Siemens 1LA6131-2AA56-Z K30 CAST IRON",0
42025569,1,"el.motor-7,50-IP55-3000-IMB3-Siemens 1LA6131-2AA50-Z K30",0
42025573,1,"el.motor-7,50-IP55-3000-IMB35-Siemens 1LA6131-2AA36",0
42025573,5,"el.motor-7,50-IP55-3000-IMB35-Siemens 1LA6131-2AA36 CAST IRON",0
42025574,5,"el.motor-7,50-IP55-3000-IMB5-Siemens 1LA6131-2AA31 CAST IRON",0
4020850910,1,DISCHARGE CASING,0
4020850970,1,DISCHARGE CASING,0
4020851000,1,DISCHARGE CASING,0
4020851070,1,DISCHARGE CASING,0
4020851140,1,DISCHARGE CASING,0
4020851280,1,DISCHARGE CASING,0
4020269670,1,PUMP CASING,0
4020269740-Q1,1,CASING 2HPX18A MAT. A216 GR. WCB (HRC 22 MAX.) FPD. C4019 DWG DEM902163,1100
4020269840,1,PUMP CASING,0
4020269880,1,CASING,0
4020269970,1,PUMP CASING,0
4020269980,1,PUMP CASING,0
4086514,1,"SLEEVE, SHAFT",0
4086518,1,WEAR RING IMPELLER 9.125,0
4086550,1,"IMPELLER,DSVP 21.000 CSTG HE3138,5VANES,DOUBLE SUCTION",0
40866 30 1 2,1,NULL,0
4086611,1,WEAR RING IMPELLER 4.875,0
4086638,1,"KEY,PRL .62X.62X4.75",0
42080049,5,"el.motor-37,00-IP55-3000-IMB3-Siemens 1LE1003-2AA53-4AB4",0
42080064,5,"el.motor-23,60-IP65-3000-IMB3-Siemens 1LE1601-2AA49-0AB4-Z B02+M1Y+... CAST IRON",0
42080068,1,"el.motor-11,00-IP55-1500-IMB3-Siemens 1LE1003-1CB63-4AB4",0
42080070,1,"el.motor-7,50-IP55-1500-IMB5-Siemens 1LE1004-1CB23-4FB4",0
42080080,5,ABB 15kW 2960rpm 160MLB,0
42080081,5,"el.motor-4,00-IP55-1500-IMB5-Siemens 1LE1004-1BB23-4FB4",0
3R22158DB,1,NULL,0
3R2216DB,1,NULL,0
3R22174DB,1,NULL,0
3R2217DB,1,NULL,0
3R22183DB,1,NULL,0
3R22184DB,1,NULL,0
3R22188DB,1,NULL,0
4014373,1,"IMPELLER,WMSNH 9.500",0
4014440,1,"IMPELLER,MSNM 10.625",0
4014470,1,LOK DOWEL PIN,0
4014475,1,GASKET 10.375X .250,0
401449-,1,NO UTILIZAR DISCONTINUO,0
420527-BASE-Q1,1,NULL,0
420527-G,1,NULL,0
42052702,5,"el.motor-1.10-IP55-1450-IMB5-Nanyang YBXN-90S-4W,EXD IIC T4 CAST IRON",0
42052713,5,"el.motor-30.00-IP55-1450-IMB5-Nanyang YBXN-200L-4W,EXD IIC T4 CAST IRON",0
42052721,5,"el.motor-160.00-IP55-1450-IMB5-Nanyang YBXN-315L1-4W,EXD IIC T4 CAST IRON",0
42052738,1,"el.motor-15,00-IP56-1500-IMB3-Marelli 160L",0
4022983290,1,IMPELLER,0
4022983320,1,IMPELLER,0
4022983630,1,IMPELLER,0
4022983700,1,IMPELLER,0
4022983900,1,IMPELLER,0
4022983920-Q2,1,"IMPELLER, MAT A487- CA6NM/A, FPDC3032,  PATTERN M19158 , DWG. DDM900529",0
42025575,5,"el.motor-7,50-IP55-3000-IMB3-Siemens 1LA6131-2AA30 CAST IRON",0
42025582,5,"el.motor-7,50-IP55-3000-IMB35-Siemens 1LA6131-2AA36-Z A11+K30 CAST IRON",0
42025583,1,"el.motor-7,50-IP55-3000-IMB5-Siemens",0
42025587,5,"el.motor-7,50-IP55-3000-IMB3-Siemens 1LA6131-2AA10 CAST IRON",0
